state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn,recharge_total,minutes_total,calls_total,rechargesPerMinute
HI,78,area_code_408,0,0,0,89.1,124,15.15,226.6,121,19.26,249.2,88,11.21,6.9,5,1.86,0,0,47.480000000000004,571.8,338,0.08303602658272125
LA,44,area_code_510,0,0,0,189.7,122,32.25,178.9,72,15.21,244.7,93,11.01,9.8,5,2.65,0,0,61.12,623.0999999999999,292,0.09809019419033864
MD,60,area_code_510,0,0,0,190.8,100,32.44,196.0,85,16.66,151.7,110,6.83,9.9,9,2.67,0,0,58.599999999999994,548.4,304,0.10685630926331144
MN,113,area_code_408,0,0,0,198.6,115,33.76,258.0,106,21.93,245.8,104,11.06,10.2,6,2.75,1,1,69.5,712.6000000000001,332,0.09753017120404152
RI,101,area_code_415,0,0,0,176.5,105,30.01,198.6,136,16.88,210.2,150,9.46,7.7,5,2.08,0,0,58.43,593.0,396,0.09853288364249578
PA,147,area_code_415,0,0,0,188.3,80,32.01,214.7,123,18.25,218.0,89,9.81,10.2,4,2.75,2,0,62.82,631.2,298,0.09952471482889733
NV,21,area_code_510,0,0,0,197.6,105,33.59,206.4,88,17.54,169.6,143,7.63,9.6,2,2.59,3,0,61.35000000000001,583.2,341,0.1051954732510288
ND,141,area_code_415,0,0,0,208.5,129,35.45,190.3,86,16.18,144.7,93,6.51,12.0,9,3.24,1,0,61.38,555.5,318,0.1104950495049505
MO,87,area_code_510,0,0,0,261.0,83,44.37,144.2,95,12.26,284.4,119,12.8,16.3,1,4.4,4,0,73.83,705.8999999999999,302,0.10458988525286869
OH,69,area_code_415,0,0,0,209.6,94,35.63,193.1,106,16.41,239.9,90,10.8,12.4,4,3.35,0,0,66.19,655.0,294,0.10105343511450382
UT,169,area_code_408,0,0,0,157.8,96,26.83,160.0,120,13.6,198.8,112,8.95,13.7,6,3.7,3,0,53.08,530.3000000000001,337,0.10009428625306428
DE,102,area_code_408,0,0,0,245.4,82,41.72,260.3,124,22.13,195.1,82,8.78,10.5,3,2.84,3,1,75.47,711.3000000000001,294,0.1061015042879235
CT,174,area_code_415,0,0,0,72.2,80,12.27,173.4,81,14.74,130.1,121,5.85,11.0,5,2.97,2,0,35.83,386.70000000000005,289,0.09265580553400568
TN,53,area_code_510,0,0,0,100.2,85,17.03,213.8,90,18.17,299.8,67,13.49,7.7,4,2.08,3,0,50.77,621.5,249,0.08168946098149639
NH,44,area_code_510,0,1,25,152.9,106,25.99,205.5,147,17.47,247.3,107,11.13,8.0,5,2.16,1,0,56.75,613.7,366,0.09247189180381293
ID,89,area_code_415,0,1,15,274.0,83,46.58,192.2,97,16.34,125.9,141,5.67,11.9,2,3.21,0,0,71.8,604.0,323,0.11887417218543046
NH,116,area_code_415,0,0,0,215.6,127,36.65,105.5,110,8.97,291.7,80,13.13,11.2,7,3.02,3,0,61.77,624.0,327,0.09899038461538462
LA,143,area_code_415,0,0,0,178.2,109,30.29,254.6,93,21.64,241.3,139,10.86,8.5,7,2.3,0,0,65.09,682.5999999999999,348,0.09535599179607385
VA,78,area_code_415,1,1,20,252.8,102,42.98,217.6,105,18.5,107.3,93,4.83,11.2,3,3.02,0,0,69.33,588.9,303,0.11772796739684158
ID,93,area_code_415,0,0,0,216.2,100,36.75,182.8,136,15.54,237.9,66,10.71,7.8,3,2.11,2,0,65.11,644.6999999999999,307,0.10099270978749807
VA,106,area_code_408,0,0,0,165.1,120,28.07,290.2,79,24.67,250.3,140,11.26,8.1,2,2.19,0,0,66.19,713.6999999999999,341,0.0927420484797534
AL,116,area_code_408,0,0,0,133.8,88,22.75,177.1,103,15.05,185.2,106,8.33,12.4,4,3.35,2,0,49.48,508.49999999999994,303,0.09730580137659785
VT,42,area_code_415,0,0,0,217.2,122,36.92,303.2,58,25.77,147.3,114,6.63,14.0,4,3.78,2,0,73.1,681.7,300,0.10723192019950123
MS,173,area_code_415,0,0,0,82.1,75,13.96,201.2,95,17.1,206.7,146,9.3,9.6,2,2.59,1,0,42.95,499.59999999999997,319,0.08596877502001603
HI,80,area_code_510,0,0,0,157.1,77,26.71,302.0,69,25.67,317.9,159,14.31,15.6,4,4.21,0,0,70.89999999999999,792.6,309,0.08945243502397172
OH,70,area_code_510,0,1,23,205.5,95,34.94,224.3,80,19.07,196.1,76,8.82,9.7,4,2.62,1,0,65.45,635.6,256,0.10297356828193832
MO,162,area_code_415,1,0,0,147.6,126,25.09,284.1,84,24.15,170.2,87,7.66,8.1,7,2.19,0,1,59.08999999999999,610.0000000000001,304,0.09686885245901636
NY,112,area_code_510,0,0,0,172.1,73,29.26,228.0,136,19.38,269.4,96,12.12,14.1,3,3.81,2,0,64.57,683.6,310,0.09445582211819777
WI,186,area_code_408,0,0,0,206.8,104,35.16,286.0,115,24.31,153.9,112,6.93,12.4,6,3.35,0,0,69.75,659.1,337,0.1058261265361857
MO,99,area_code_408,0,0,0,193.3,51,32.86,240.1,117,20.41,145.7,92,6.56,12.2,4,3.29,1,0,63.12,591.3,265,0.10674784373414511
AL,56,area_code_415,0,0,0,225.9,52,38.4,242.0,69,20.57,144.5,68,6.5,11.7,3,3.16,0,0,68.63,624.1,192,0.10996635154622655
CO,135,area_code_408,0,1,38,202.6,92,34.44,169.6,93,14.42,185.8,108,8.36,11.9,6,3.21,4,0,60.43,569.9,303,0.10603614669240218
NJ,83,area_code_408,0,0,0,48.4,105,8.23,139.7,86,11.87,154.1,80,6.93,11.5,4,3.11,2,0,30.14,353.7,277,0.0852134577325417
SC,48,area_code_510,0,0,0,168.6,93,28.66,246.0,61,20.91,269.9,102,12.15,11.4,7,3.08,1,0,64.8,695.9,264,0.09311682713033481
AK,112,area_code_415,0,1,31,142.9,92,24.29,233.8,107,19.87,329.2,142,14.81,10.4,6,2.81,0,0,61.78,716.3000000000001,347,0.08624877844478569
AK,112,area_code_510,0,0,0,85.2,102,14.48,153.2,118,13.02,142.6,107,6.42,8.2,4,2.21,1,0,36.13,389.2,332,0.09283144912641317
MN,141,area_code_408,0,0,0,77.8,123,13.23,144.4,119,12.27,75.3,65,3.39,5.7,7,1.54,1,0,30.43,303.2,315,0.1003627968337731
MI,73,area_code_408,0,1,19,179.4,108,30.5,93.6,90,7.96,234.6,99,10.56,14.9,4,4.02,2,0,53.040000000000006,522.5,303,0.10151196172248805
KS,81,area_code_510,0,0,0,139.8,98,23.77,247.2,103,21.01,241.0,113,10.85,11.7,3,3.16,3,0,58.790000000000006,639.7,320,0.09190245427544162
NJ,165,area_code_415,0,1,17,177.9,68,30.24,153.9,112,13.08,251.2,121,11.3,10.6,7,2.86,1,0,57.480000000000004,593.6,309,0.09683288409703504
OR,70,area_code_415,0,0,0,101.9,98,17.32,193.3,113,16.43,167.5,126,7.54,15.0,6,4.05,1,0,45.339999999999996,477.70000000000005,344,0.09491312539250574
IA,79,area_code_415,0,0,0,157.5,90,26.78,223.8,83,19.02,241.1,98,10.85,12.2,4,3.29,1,0,59.94,634.6,276,0.09445319886542704
NJ,126,area_code_415,0,0,0,167.1,138,28.41,154.4,93,13.12,244.5,148,11.0,13.7,10,3.7,3,0,56.230000000000004,579.7,392,0.09699844747283078
NY,77,area_code_510,0,0,0,124.1,92,21.1,214.9,131,18.27,241.3,132,10.86,13.7,3,3.7,0,0,53.93000000000001,594.0,358,0.0907912457912458
MN,72,area_code_408,0,1,31,221.4,124,37.64,313.4,96,26.64,175.9,94,7.92,11.8,1,3.19,3,0,75.39,722.4999999999999,318,0.10434602076124569
MI,142,area_code_408,0,0,0,245.1,66,41.67,144.6,109,12.29,227.3,112,10.23,3.1,4,0.84,1,0,65.03,620.1,292,0.1048701822286728
NE,169,area_code_408,0,0,0,135.7,111,23.07,223.0,124,18.96,167.5,101,7.54,9.5,4,2.57,1,0,52.14,535.7,341,0.09733059548254619
OH,110,area_code_415,0,1,37,227.9,80,38.74,101.9,141,8.66,188.1,110,8.46,5.1,6,1.38,0,0,57.24000000000001,523.0,337,0.10944550669216063
SD,88,area_code_415,0,0,0,177.8,112,30.23,226.5,80,19.25,221.8,71,9.98,7.9,4,2.13,1,0,61.59000000000001,634.0,268,0.09714511041009466
UT,80,area_code_415,0,1,33,189.4,109,32.2,148.7,68,12.64,208.9,119,9.4,11.2,4,3.02,1,1,57.260000000000005,558.2,301,0.10257972053027589
OH,43,area_code_510,0,1,39,188.3,108,32.01,167.6,116,14.25,189.9,92,8.55,15.6,5,4.21,1,0,59.02,561.4,322,0.1051300320627004
MS,144,area_code_415,0,1,26,177.1,94,30.11,206.0,85,17.51,254.8,95,11.47,6.6,2,1.78,2,0,60.870000000000005,644.5000000000001,278,0.09444530643910007
PA,142,area_code_408,0,0,0,128.5,95,21.85,192.6,91,16.37,79.0,95,3.56,9.2,6,2.48,2,0,44.26,409.3,289,0.10813584168091864
KY,158,area_code_510,0,1,22,192.9,86,32.79,219.7,104,18.67,169.3,92,7.62,10.9,3,2.94,2,0,62.019999999999996,592.8000000000001,287,0.10462213225371118
NH,78,area_code_408,0,1,28,130.5,109,22.19,173.3,99,14.73,192.2,106,8.65,10.4,3,2.81,3,0,48.38,506.4,320,0.09553712480252766
MO,131,area_code_415,0,0,0,201.1,141,34.19,216.5,93,18.4,217.4,132,9.78,11.5,4,3.11,1,0,65.48,646.5,371,0.10128383604021655
TN,61,area_code_415,0,1,38,139.8,108,23.77,58.3,120,4.96,203.4,160,9.15,9.7,1,2.62,3,0,40.5,411.2,392,0.09849221789883268
TN,73,area_code_510,0,1,6,237.6,105,40.39,244.9,98,20.82,188.3,107,8.47,6.8,11,1.84,4,0,71.52000000000001,677.5999999999999,325,0.1055489964580874
AL,100,area_code_415,0,1,26,197.7,80,33.61,232.6,83,19.77,196.7,120,8.85,12.0,5,3.24,1,0,65.47,639.0,289,0.10245696400625978
LA,100,area_code_510,0,0,0,222.1,115,37.76,245.0,130,20.83,129.3,119,5.82,8.1,2,2.19,2,0,66.6,604.5000000000001,368,0.11017369727047144
NV,109,area_code_408,0,1,39,270.0,58,45.9,235.5,108,20.02,194.3,57,8.74,7.8,6,2.11,1,1,76.77,707.5999999999999,230,0.10849349915206333
MI,103,area_code_510,0,1,29,211.6,111,35.97,237.9,84,20.22,209.4,93,9.42,14.0,7,3.78,2,0,69.39,672.9,297,0.10312082032991529
OK,139,area_code_510,0,0,0,148.7,90,25.28,204.3,106,17.37,144.1,105,6.48,9.8,4,2.65,2,0,51.78000000000001,506.90000000000003,307,0.10215032550798975
NE,63,area_code_510,0,0,0,81.7,105,13.89,203.0,66,17.26,181.2,109,8.15,12.9,3,3.48,2,0,42.78,478.79999999999995,285,0.0893483709273183
FL,115,area_code_510,0,0,0,143.6,135,24.41,278.0,119,23.63,46.7,84,2.1,12.7,3,3.43,0,0,53.57,481.0,341,0.11137214137214137
MD,77,area_code_415,0,0,0,205.3,69,34.9,171.0,84,14.54,242.4,96,10.91,10.1,2,2.73,3,0,63.07999999999999,628.8000000000001,254,0.10031806615776079
KY,14,area_code_415,0,0,0,184.5,77,31.37,272.5,103,23.16,190.3,129,8.56,9.7,3,2.62,4,0,65.71000000000001,657.0,316,0.10001522070015222
NY,81,area_code_415,0,0,0,140.8,97,23.94,211.5,109,17.98,216.9,53,9.76,12.2,4,3.29,0,0,54.97,581.4000000000001,263,0.09454764361885103
KY,113,area_code_415,0,0,0,140.8,107,23.94,252.6,87,21.47,215.4,136,9.69,9.1,4,2.46,3,0,57.559999999999995,617.9,337,0.09315423207638776
MS,93,area_code_415,1,1,36,169.7,109,28.85,318.6,88,27.08,246.5,95,11.09,9.8,3,2.65,0,0,69.67,744.5999999999999,295,0.09356701584743488
WI,77,area_code_408,0,0,0,168.1,83,28.58,202.0,91,17.17,173.2,91,7.79,10.0,3,2.7,3,0,56.24,553.3,271,0.10164467739020425
NH,125,area_code_415,0,1,25,190.1,133,32.32,181.1,61,15.39,104.0,110,4.68,12.5,3,3.38,2,0,55.77,487.7,309,0.1143530859134714
OR,88,area_code_408,0,0,0,192.6,96,32.74,184.0,92,15.64,173.6,113,7.81,8.8,6,2.38,2,0,58.57000000000001,559.0,309,0.10477638640429339
WI,89,area_code_408,0,0,0,234.8,95,39.92,109.7,87,9.32,180.3,99,8.11,10.4,2,2.81,0,0,60.160000000000004,535.1999999999999,283,0.11240657698056804
ID,40,area_code_510,0,0,0,146.4,105,24.89,196.4,143,16.69,235.6,123,10.6,9.4,3,2.54,3,0,54.72,587.8,377,0.09309288873766587
KS,124,area_code_510,0,0,0,247.2,84,42.02,161.9,130,13.76,170.3,73,7.66,6.1,6,1.65,1,0,65.09,585.5000000000001,294,0.11116994022203243
WY,117,area_code_415,0,0,0,234.8,118,39.92,211.7,112,17.99,147.0,97,6.61,7.5,3,2.03,2,0,66.55,601.0,332,0.11073211314475873
MT,83,area_code_408,0,0,0,185.9,115,31.6,232.5,98,19.76,205.2,124,9.23,10.2,2,2.75,2,0,63.34,633.8,341,0.09993688860839382
ID,7,area_code_408,0,0,0,98.5,85,16.75,200.3,80,17.03,252.3,68,11.35,12.0,7,3.24,2,0,48.370000000000005,563.1,242,0.08589948499378441
TX,104,area_code_415,0,0,0,304.0,141,51.68,264.1,127,22.45,138.1,104,6.21,7.2,4,1.94,0,1,82.27999999999999,713.4000000000001,376,0.11533501541911967
WV,128,area_code_415,0,0,0,140.3,108,23.85,235.3,111,20.0,200.8,57,9.04,11.8,6,3.19,1,0,56.08,588.2,283,0.09534172050323018
NY,76,area_code_415,0,0,0,201.5,127,34.26,155.2,91,13.19,249.6,103,11.23,8.6,1,2.32,2,0,60.99999999999999,614.9,324,0.09920312245893641
NJ,135,area_code_415,0,0,0,191.7,125,32.59,284.2,100,24.16,211.7,87,9.53,12.5,2,3.38,0,0,69.66,700.0999999999999,314,0.09950007141836881
KS,59,area_code_510,0,1,45,71.2,113,12.1,233.7,95,19.86,139.3,129,6.27,14.0,12,3.78,1,0,42.010000000000005,458.2,350,0.09168485377564384
IA,111,area_code_510,0,1,33,168.1,97,28.58,204.0,88,17.34,260.9,97,11.74,15.1,3,4.08,1,0,61.74,648.1,286,0.09526307668569665
MS,110,area_code_415,0,0,0,178.4,110,30.33,179.1,116,15.22,228.1,99,10.26,6.5,4,1.76,1,0,57.56999999999999,592.1,330,0.09723019760175644
MI,173,area_code_415,1,1,18,127.2,89,21.62,130.7,114,11.11,229.7,115,10.34,11.2,5,3.02,2,0,46.09000000000001,498.79999999999995,325,0.09240176423416202
DE,60,area_code_510,0,0,0,230.7,66,39.22,165.4,65,14.06,309.1,139,13.91,13.3,10,3.59,1,0,70.78,718.5,281,0.09851078636047321
IL,117,area_code_408,0,0,0,228.3,84,38.81,152.6,92,12.97,309.7,101,13.94,3.7,3,1.0,3,0,66.72,694.3,283,0.09609678813193144
VA,54,area_code_408,0,0,0,197.7,84,33.61,221.3,89,18.81,189.4,109,8.52,7.8,3,2.11,2,0,63.05,616.1999999999999,287,0.10232067510548525
IN,76,area_code_415,0,1,35,273.7,94,46.53,153.3,101,13.03,259.0,109,11.66,3.8,3,1.03,0,0,72.25,689.8,307,0.10474050449405625
ME,167,area_code_510,0,1,30,195.8,118,33.29,166.4,109,14.14,297.4,84,13.38,11.7,2,3.16,0,0,63.97,671.3000000000001,313,0.09529271562639653
TN,98,area_code_415,0,0,0,190.5,106,32.39,164.2,92,13.96,110.8,88,4.99,11.4,5,3.08,2,0,54.42,476.9,293,0.11411197315999162
WV,74,area_code_408,0,0,0,176.1,79,29.94,208.3,105,17.71,237.5,86,10.69,16.1,4,4.35,4,0,62.690000000000005,638.0,278,0.0982601880877743
TX,112,area_code_415,0,0,0,210.4,78,35.77,172.4,75,14.65,240.0,105,10.8,11.7,3,3.16,2,0,64.38,634.5,263,0.10146572104018912
MT,138,area_code_415,0,1,28,151.0,59,25.67,269.5,122,22.91,179.4,116,8.07,8.9,9,2.4,0,0,59.05,608.8,306,0.0969940867279895
AL,65,area_code_415,0,0,0,144.3,109,24.53,331.3,89,28.16,155.3,69,6.99,11.8,15,3.19,3,0,62.87,642.7,285,0.09782168974638243
FL,194,area_code_408,0,1,42,203.7,109,34.63,192.9,125,16.4,318.0,81,14.31,10.8,16,2.92,3,0,68.26,725.4,334,0.09409980700303282
KY,131,area_code_415,0,0,0,210.1,97,35.72,177.3,96,15.07,130.2,136,5.86,13.3,1,3.59,0,1,60.239999999999995,530.8999999999999,330,0.11346769636466379
PA,54,area_code_415,0,0,0,230.2,89,39.13,148.7,110,12.64,255.6,139,11.5,8.1,3,2.19,4,0,65.46000000000001,642.6,345,0.10186741363211953
OH,78,area_code_415,0,1,27,121.9,88,20.72,225.4,75,19.16,90.8,118,4.09,13.0,4,3.51,3,0,47.48,451.1,288,0.10525382398581244
NY,115,area_code_408,0,1,30,181.2,65,30.8,193.2,62,16.42,153.2,92,6.89,9.9,6,2.67,2,0,56.78,537.4999999999999,227,0.1056372093023256
ID,99,area_code_415,0,0,0,201.5,103,34.26,124.2,120,10.56,239.9,56,10.8,11.5,3,3.11,0,0,58.730000000000004,577.1,282,0.10176745797955294
NJ,120,area_code_415,0,0,0,146.0,58,24.82,208.7,103,17.74,215.5,91,9.7,11.9,2,3.21,0,0,55.470000000000006,582.1,254,0.09529290499914105
CA,112,area_code_415,0,0,0,105.3,101,17.9,187.2,92,15.91,206.4,101,9.29,11.1,2,3.0,4,1,46.1,510.0,300,0.0903921568627451
NM,1,area_code_510,0,1,26,69.7,84,11.85,250.4,79,21.28,230.2,122,10.36,8.3,3,2.24,2,0,45.730000000000004,558.5999999999999,290,0.08186537773003941
VA,94,area_code_415,0,0,0,208.1,72,35.38,188.0,79,15.98,162.0,96,7.29,4.6,5,1.24,2,0,59.89,562.7,254,0.10643326817131686
UT,94,area_code_415,0,0,0,183.1,109,31.13,199.4,109,16.95,214.1,71,9.63,13.9,4,3.75,0,0,61.46,610.5,293,0.10067158067158068
MO,178,area_code_408,0,1,32,148.7,95,25.28,198.6,55,16.88,187.0,113,8.41,10.4,7,2.81,6,1,53.379999999999995,544.6999999999999,276,0.09799889847622545
WV,136,area_code_510,0,0,0,240.1,121,40.82,271.2,123,23.05,132.7,98,5.97,17.2,4,4.64,0,1,74.48,661.2,346,0.11264367816091954
ND,86,area_code_415,0,1,25,126.4,97,21.49,189.7,118,16.12,233.6,97,10.51,12.0,2,3.24,1,0,51.36,561.7,315,0.09143670998753782
MO,87,area_code_408,0,0,0,156.0,70,26.52,160.5,89,13.64,206.6,112,9.3,7.1,3,1.92,4,1,51.379999999999995,530.2,278,0.09690682761222179
KS,18,area_code_510,0,0,0,180.2,115,30.63,83.4,114,7.09,245.3,111,11.04,11.9,6,3.21,1,0,51.97,520.8000000000001,347,0.09978878648233486
CO,49,area_code_415,0,0,0,172.0,142,29.24,224.0,100,19.04,177.3,86,7.98,7.4,1,2.0,0,0,58.260000000000005,580.6999999999999,329,0.10032719132081971
OH,20,area_code_415,0,1,27,231.6,105,39.37,223.3,120,18.98,212.0,99,9.54,8.9,4,2.4,1,0,70.28999999999999,675.8,329,0.10401006214856466
IN,131,area_code_415,0,1,29,42.1,114,7.16,183.3,70,15.58,158.7,82,7.14,10.0,1,2.7,0,0,32.580000000000005,394.1,267,0.08266937325551892
NE,11,area_code_415,0,0,0,136.6,111,23.22,80.6,78,6.85,201.7,77,9.08,9.9,4,2.67,0,0,41.82,428.79999999999995,270,0.09752798507462687
OK,99,area_code_408,0,0,0,155.6,90,26.45,240.1,117,20.41,230.8,88,10.39,10.8,4,2.92,3,0,60.17,637.3,302,0.09441393378314766
ID,61,area_code_415,0,0,0,234.6,126,39.88,200.7,76,17.06,171.1,81,7.7,8.1,2,2.19,0,0,66.83,614.5,285,0.10875508543531326
DE,137,area_code_415,0,0,0,115.5,101,19.64,226.2,81,19.23,179.1,123,8.06,13.6,4,3.67,0,0,50.60000000000001,534.4,309,0.09468562874251499
WA,49,area_code_510,0,1,42,159.0,67,27.03,126.3,125,10.74,206.8,88,9.31,7.4,3,2.0,2,0,49.080000000000005,499.5,285,0.09825825825825826
MA,83,area_code_408,0,0,0,286.6,114,48.72,101.0,138,8.59,199.6,146,8.98,13.2,4,3.56,1,0,69.85000000000001,600.4000000000001,403,0.11633910726182545
MA,192,area_code_510,0,0,0,174.5,83,29.67,232.7,102,19.78,101.5,68,4.57,12.4,4,3.35,1,0,57.370000000000005,521.1,258,0.11009403185568989
FL,105,area_code_408,0,0,0,181.9,70,30.92,233.5,83,19.85,194.6,80,8.76,8.1,9,2.19,1,0,61.72,618.1,243,0.09985439249312408
AR,124,area_code_408,0,0,0,192.6,108,32.74,223.3,106,18.98,187.0,84,8.41,4.2,2,1.13,1,0,61.26,607.1,301,0.1009059463020919
AR,90,area_code_408,0,0,0,235.0,77,39.95,267.3,94,22.72,222.1,119,9.99,5.3,4,1.43,3,1,74.09,729.6999999999999,297,0.10153487734685489
AL,111,area_code_415,0,0,0,187.8,107,31.93,246.0,70,20.91,175.9,88,7.92,10.5,7,2.84,0,0,63.60000000000001,620.2,272,0.10254756530151565
CA,135,area_code_408,0,0,0,167.1,105,28.41,131.6,120,11.19,242.6,83,10.92,10.4,2,2.81,3,0,53.330000000000005,551.6999999999999,313,0.09666485408736634
RI,121,area_code_415,0,1,22,212.3,107,36.09,238.0,94,20.23,332.8,114,14.98,10.4,2,2.81,1,0,74.11000000000001,793.5,318,0.09339634530560809
ND,57,area_code_415,1,0,0,227.4,94,38.66,146.4,115,12.44,211.4,92,9.51,8.3,5,2.24,1,0,62.849999999999994,593.5,307,0.1058972198820556
MT,63,area_code_415,0,0,0,162.5,86,27.63,165.4,112,14.06,163.7,67,7.37,13.4,6,3.62,4,1,52.67999999999999,504.99999999999994,275,0.10431683168316831
SC,97,area_code_510,0,0,0,164.2,97,27.91,232.2,85,19.74,198.8,118,8.95,6.5,3,1.76,1,0,58.35999999999999,601.7,304,0.09699185640684725
VA,93,area_code_510,1,0,0,172.4,133,29.31,205.6,77,17.48,245.8,126,11.06,9.1,9,2.46,1,0,60.31,632.9,346,0.09529151524727446
NJ,97,area_code_415,0,0,0,259.6,138,44.13,233.9,91,19.88,140.6,119,6.33,13.0,4,3.51,1,0,73.85000000000001,647.1,353,0.11412455571009118
OK,134,area_code_408,0,1,10,159.4,79,27.1,91.0,94,7.74,199.5,137,8.98,10.0,3,2.7,2,0,46.52000000000001,459.9,315,0.1011524244400957
ME,57,area_code_510,0,1,37,69.5,94,11.82,220.9,76,18.78,218.5,113,9.83,11.9,3,3.21,0,0,43.64,520.8,286,0.0837941628264209
OK,109,area_code_415,1,0,0,166.5,101,28.31,268.4,119,22.81,126.2,112,5.68,10.2,3,2.75,3,0,59.55,571.3000000000001,338,0.10423595308944511
IL,66,area_code_415,0,1,21,134.4,110,22.85,136.2,104,11.58,215.6,105,9.7,9.7,4,2.62,3,0,46.74999999999999,495.90000000000003,326,0.0942730389191369
GA,162,area_code_408,0,1,21,205.2,128,34.88,231.7,128,19.69,180.3,100,8.11,10.6,3,2.86,2,0,65.54,627.8000000000001,361,0.10439630455559096
NC,115,area_code_415,0,1,26,132.3,142,22.49,273.4,89,23.24,195.7,77,8.81,14.8,7,4.0,0,0,58.54,616.1999999999999,315,0.09500162284972412
HI,132,area_code_415,0,0,0,140.3,144,23.85,294.8,89,25.06,153.5,126,6.91,11.7,4,3.16,2,0,58.97999999999999,600.3000000000001,365,0.09825087456271861
OK,152,area_code_415,0,0,0,284.6,113,48.38,141.8,101,12.05,127.4,78,5.73,12.6,5,3.4,0,0,69.56000000000002,566.4000000000001,297,0.12281073446327685
DC,86,area_code_415,0,1,29,189.3,107,32.18,221.3,101,18.81,325.6,137,14.65,13.8,3,3.73,1,0,69.37,750.0,349,0.09249333333333334
SC,36,area_code_415,0,0,0,184.6,132,31.38,193.7,69,16.46,283.5,83,12.76,5.9,3,1.59,1,0,62.190000000000005,667.6999999999999,288,0.09314063202036844
MN,118,area_code_415,0,0,0,161.6,96,27.47,223.9,113,19.03,240.6,137,10.83,6.8,2,1.84,0,0,59.17,632.9,348,0.09349028282509086
HI,137,area_code_510,0,1,20,268.5,91,45.65,128.8,121,10.95,146.4,98,6.59,12.7,6,3.43,1,0,66.62,556.4000000000001,317,0.11973400431344355
NJ,67,area_code_415,0,0,0,178.0,77,30.26,233.6,88,19.86,175.6,88,7.9,6.3,4,1.7,2,0,59.720000000000006,593.5,259,0.10062342038753161
MI,164,area_code_415,0,0,0,215.6,90,36.65,171.6,99,14.59,110.4,105,4.97,11.3,6,3.05,1,0,59.25999999999999,508.90000000000003,301,0.11644723914325013
UT,180,area_code_510,0,0,0,253.9,69,43.16,184.2,138,15.66,174.3,83,7.84,0.4,7,0.11,1,0,66.77,612.8000000000001,298,0.10895887728459529
IA,80,area_code_408,0,1,22,182.8,142,31.08,229.3,111,19.49,313.8,85,14.12,11.3,2,3.05,1,0,67.74,737.2,341,0.0918882257189365
CO,126,area_code_415,0,0,0,120.0,82,20.4,213.6,111,18.16,312.9,136,14.08,7.5,6,2.03,1,0,54.67,654.0,336,0.08359327217125383
MS,138,area_code_408,0,0,0,138.7,124,23.58,280.3,64,23.83,206.7,98,9.3,10.4,4,2.81,1,0,59.519999999999996,636.1,291,0.09357019336582298
MA,101,area_code_408,0,0,0,189.0,122,32.13,179.2,91,15.23,186.8,170,8.41,11.1,6,3.0,0,0,58.769999999999996,566.1,389,0.10381558028616851
NY,147,area_code_408,0,0,0,134.6,91,22.88,175.1,83,14.88,201.1,114,9.05,8.9,3,2.4,0,0,49.21,519.6999999999999,291,0.09468924379449684
VA,58,area_code_408,0,0,0,181.4,106,30.84,145.8,77,12.39,200.3,85,9.01,7.9,3,2.13,0,0,54.370000000000005,535.4,271,0.10155024280911469
IN,35,area_code_510,0,1,23,194.6,106,33.08,199.8,132,16.98,189.6,88,8.53,10.1,7,2.73,4,0,61.32,594.1,337,0.10321494697862313
NH,163,area_code_415,0,1,39,268.1,104,45.58,216.6,65,18.41,359.9,118,16.2,11.4,4,3.08,0,0,83.27,856.0,291,0.09727803738317757
IL,103,area_code_408,0,0,0,205.2,74,34.88,200.8,97,17.07,251.1,94,11.3,11.2,1,3.02,1,0,66.27,668.3000000000001,267,0.09916205297022294
AK,152,area_code_510,0,0,0,302.8,143,51.48,189.8,69,16.13,214.9,114,9.67,10.9,4,2.94,2,1,80.22,718.4,332,0.11166481069042317
WV,44,area_code_408,0,0,0,213.2,85,36.24,224.0,128,19.04,137.8,74,6.2,12.5,5,3.38,1,0,64.86,587.5,293,0.1104
NH,75,area_code_510,0,0,0,192.0,106,32.64,140.4,97,11.93,190.1,94,8.55,7.6,5,2.05,2,0,55.17,530.1,304,0.10407470288624787
NM,103,area_code_408,0,0,0,107.9,111,18.34,166.9,129,14.19,208.5,78,9.38,9.7,3,2.62,1,0,44.53,493.0,322,0.09032454361054768
RI,126,area_code_510,0,0,0,181.7,102,30.89,216.3,114,18.39,317.9,83,14.31,12.4,6,3.35,1,0,66.94,728.3,306,0.09191267334889469
KS,104,area_code_408,0,0,0,191.8,105,32.61,148.7,96,12.64,234.8,123,10.57,19.3,4,5.21,1,0,61.03,594.5999999999999,329,0.10264043054154055
AR,99,area_code_408,0,1,21,180.2,97,30.63,167.7,47,14.25,203.1,84,9.14,14.6,5,3.94,2,0,57.959999999999994,565.6,235,0.10247524752475246
NH,119,area_code_408,0,0,0,215.1,105,36.57,249.4,104,21.2,249.9,83,11.25,10.8,8,2.92,2,0,71.94,725.1999999999999,302,0.09920022062879207
